customer_id,plan_type,industry_vertical,region,acquisition_channel,contract_type,tenure_months,monthly_revenue,annual_revenue,support_tickets_last_90d,nps_score,login_frequency_per_month,cac_inr,signup_date,churn_date,churned,arr_loss_inr
RIQ-05988,Enterprise,Edtech,Hyderabad,Referral,Annual,49,9140.0,109680.0,1.0,97.0,22,25700.0,2023-08-14,,0,0.0
RIQ-05989,Pro,E-commerce,Bengaluru,Social Media,Annual,7,2080.0,24960.0,2.0,61.0,21,6000.0,2023-09-23,2024-04-07,1,24960.0
RIQ-05990,Enterprise,Edtech,Hyderabad,Referral,Annual,45,5920.0,71040.0,0.0,72.0,27,26100.0,2022-05-31,,0,0.0
RIQ-05991,Basic,Fintech,Hyderabad,Organic Search,Monthly,4,660.0,7920.0,4.0,0.0,1,3200.0,2023-08-03,2023-12-10,1,7920.0
RIQ-05992,Basic,E-commerce,Bengaluru,Social Media,Monthly,4,600.0,7200.0,2.0,23.0,8,2700.0,2023-11-24,2024-03-21,1,7200.0
RIQ-05993,Basic,E-commerce,Delhi,Paid Search,Monthly,6,960.0,11520.0,2.0,49.0,6,2600.0,2022-10-23,2023-04-06,1,11520.0
RIQ-05994,Pro,Edtech,Pune,Social Media,Annual,1,2240.0,26880.0,1.0,30.0,5,13000.0,2023-03-01,,0,0.0
RIQ-05995,Pro,Fintech,Mumbai,Social Media,Annual,53,1700.0,20400.0,1.0,36.0,10,10400.0,2023-04-27,,0,0.0
RIQ-05996,Basic,Edtech,Bengaluru,Referral,Annual,13,570.0,6840.0,1.0,46.0,6,2000.0,2022-04-04,,0,0.0
RIQ-05997,Basic,Edtech,Pune,Paid Search,Annual,19,730.0,8760.0,1.0,30.0,4,3100.0,2022-07-28,,0,0.0
RIQ-05998,Basic,E-commerce,Bengaluru,Organic Search,Annual,2,990.0,11880.0,,75.0,4,4200.0,2022-12-26,,0,0.0
RIQ-05999,Basic,Edtech,Delhi,Social Media,Annual,4,860.0,10320.0,1.0,51.0,1,4800.0,2022-07-10,2022-10-28,1,10320.0
RIQ-06000,Enterprise,Edtech,Chennai,Organic Search,Annual,36,7260.0,87120.0,0.0,52.0,13,37000.0,2023-08-01,,0,0.0
RIQ-06001,Pro,Healthcare,Delhi,Social Media,Annual,9,1890.0,22680.0,1.0,72.0,16,6300.0,2022-04-09,,0,0.0
RIQ-06002,Enterprise,Healthcare,Bengaluru,Social Media,Annual,22,7740.0,92880.0,1.0,84.0,20,20900.0,2023-03-18,,0,0.0
RIQ-06003,Basic,Healthcare,Bengaluru,Referral,Annual,1,720.0,8640.0,3.0,32.0,4,3200.0,2022-06-07,,0,0.0
RIQ-06004,Pro,E-commerce,Bengaluru,Email Campaign,Monthly,53,2270.0,27240.0,0.0,13.0,19,11700.0,2023-07-26,,0,0.0
RIQ-06005,Basic,Edtech,Mumbai,Social Media,Monthly,14,730.0,8760.0,0.0,28.0,9,3800.0,2023-01-01,,0,0.0
RIQ-06006,Pro,Fintech,Bengaluru,Paid Search,Annual,18,1980.0,23760.0,2.0,72.0,15,13100.0,2023-03-18,,0,0.0
RIQ-06007,Basic,Healthcare,Mumbai,Paid Search,Monthly,2,510.0,6120.0,0.0,59.0,6,2300.0,2022-07-22,2022-09-20,1,6120.0
RIQ-06008,Basic,Fintech,Pune,Referral,Annual,2,880.0,10560.0,0.0,39.0,1,4000.0,2023-11-04,,0,0.0
RIQ-06009,Pro,Fintech,Pune,Paid Search,Annual,1,1510.0,18120.0,0.0,71.0,15,13300.0,2022-12-25,,0,0.0
RIQ-06010,Pro,Edtech,Pune,Direct,Monthly,22,1920.0,23040.0,1.0,57.0,14,8300.0,2023-08-12,,0,0.0
RIQ-06011,Pro,E-commerce,Delhi,Paid Search,Monthly,11,1710.0,20520.0,1.0,76.0,14,12900.0,2022-08-28,,0,0.0
RIQ-06012,Basic,E-commerce,Mumbai,Paid Search,Monthly,11,870.0,10440.0,1.0,61.0,12,2400.0,2022-11-30,,0,0.0
RIQ-06013,Basic,E-commerce,Delhi,Organic Search,Monthly,1,660.0,7920.0,3.0,15.0,5,4800.0,2023-03-24,2023-04-19,1,7920.0
RIQ-06014,Basic,Edtech,Chennai,Organic Search,Annual,12,770.0,9240.0,0.0,20.0,4,4200.0,2022-11-07,,0,0.0
RIQ-06015,Basic,Healthcare,Hyderabad,Direct,Monthly,10,960.0,11520.0,0.0,48.0,6,3500.0,2023-07-07,,0,0.0
RIQ-06016,Basic,Edtech,Mumbai,Paid Search,Annual,12,910.0,10920.0,0.0,63.0,1,3800.0,2022-12-30,2023-12-11,1,10920.0
RIQ-06017,Basic,E-commerce,Delhi,Referral,Monthly,53,610.0,7320.0,2.0,,7,2500.0,2022-02-11,2026-06-17,1,7320.0
RIQ-06018,Enterprise,Edtech,Bengaluru,Paid Search,Annual,3,5220.0,62640.0,2.0,65.0,20,35600.0,2023-08-08,,0,0.0
RIQ-06019,Basic,Fintech,Pune,Paid Search,Annual,4,700.0,8400.0,0.0,67.0,2,4900.0,2023-09-15,,0,0.0
RIQ-06020,Basic,E-commerce,Hyderabad,Direct,Monthly,10,650.0,7800.0,1.0,50.0,1,2800.0,2022-08-26,2023-06-18,1,7800.0
RIQ-06021,Basic,Healthcare,Mumbai,Direct,Annual,4,1000.0,12000.0,4.0,62.0,1,4500.0,2022-07-11,,0,0.0
RIQ-06022,Basic,Edtech,Pune,Paid Search,Annual,4,910.0,10920.0,1.0,64.0,3,3400.0,2023-06-01,,0,0.0
RIQ-06023,Pro,Edtech,Mumbai,Referral,Monthly,60,1710.0,20520.0,0.0,55.0,21,8600.0,2022-11-14,,0,0.0
RIQ-06024,Pro,E-commerce,Bengaluru,Referral,Monthly,1,2400.0,28800.0,3.0,63.0,12,10300.0,2023-08-25,2023-10-04,1,28800.0
RIQ-06025,Basic,Edtech,Pune,Organic Search,Monthly,10,640.0,7680.0,6.0,0.0,12,4700.0,2023-03-17,2024-01-19,1,7680.0
RIQ-06026,Enterprise,Healthcare,Mumbai,Social Media,Monthly,60,5410.0,64920.0,2.0,47.0,17,33500.0,2022-03-25,,0,0.0
RIQ-06027,Basic,Edtech,Hyderabad,Social Media,Annual,4,990.0,11880.0,5.0,30.0,7,4200.0,2022-09-01,,0,0.0
RIQ-06028,Basic,E-commerce,Hyderabad,Email Campaign,Annual,15,660.0,7920.0,1.0,54.0,8,4400.0,2022-12-26,2024-03-22,1,7920.0
RIQ-06029,Pro,Healthcare,Delhi,Referral,Monthly,5,2200.0,26400.0,0.0,79.0,13,11700.0,2023-10-16,,0,0.0
RIQ-06030,Pro,Edtech,Delhi,Social Media,Monthly,34,2330.0,27960.0,0.0,49.0,14,11400.0,2022-05-06,,0,0.0
RIQ-06031,Basic,E-commerce,Mumbai,Paid Search,Monthly,12,690.0,8280.0,3.0,38.0,7,4100.0,2023-07-11,2024-07-03,1,8280.0
RIQ-06032,Basic,Fintech,Mumbai,Social Media,Monthly,9,910.0,10920.0,2.0,45.0,1,2900.0,2023-06-12,2024-03-03,1,10920.0
RIQ-06033,Basic,Fintech,Delhi,Email Campaign,Annual,3,580.0,6960.0,4.0,48.0,7,4400.0,2022-12-13,,0,0.0
RIQ-06034,Enterprise,Edtech,Delhi,Social Media,Annual,13,5060.0,60720.0,1.0,,24,52400.0,2022-02-01,,0,0.0
RIQ-06035,Basic,E-commerce,Pune,Email Campaign,Monthly,5,930.0,11160.0,2.0,55.0,8,3600.0,2022-04-07,2022-09-19,1,11160.0
RIQ-06036,Basic,Fintech,Chennai,Referral,Monthly,6,690.0,8280.0,0.0,41.0,7,2300.0,2023-11-01,2024-05-09,1,8280.0
RIQ-06037,Basic,Healthcare,Mumbai,Referral,Monthly,1,790.0,9480.0,3.0,41.0,8,3200.0,2022-07-14,2022-08-27,1,9480.0
RIQ-06038,Pro,Edtech,Delhi,Referral,Monthly,10,2380.0,28560.0,0.0,87.0,17,6900.0,2022-12-11,,0,0.0
RIQ-06039,Basic,Edtech,Chennai,Organic Search,Annual,2,900.0,10800.0,1.0,36.0,5,4500.0,2022-08-16,,0,0.0
RIQ-06040,Pro,Edtech,Chennai,Paid Search,Annual,18,1580.0,18960.0,1.0,72.0,16,10400.0,2023-03-20,,0,0.0
RIQ-06041,Basic,Fintech,Chennai,Organic Search,Monthly,8,770.0,9240.0,2.0,93.0,2,2900.0,2023-10-20,,0,0.0
RIQ-06042,Enterprise,Healthcare,Chennai,Email Campaign,Annual,60,6020.0,72240.0,0.0,86.0,23,54000.0,2022-06-16,,0,0.0
RIQ-06043,Enterprise,Fintech,Bengaluru,Social Media,Monthly,24,9530.0,114360.0,1.0,71.0,23,48100.0,2023-01-10,,0,0.0
RIQ-06044,Pro,Healthcare,Delhi,Organic Search,Annual,32,2100.0,25200.0,0.0,56.0,13,11300.0,2022-03-27,,0,0.0
RIQ-06045,Basic,Healthcare,Delhi,Referral,Annual,3,570.0,6840.0,2.0,69.0,4,2800.0,2022-07-19,,0,0.0
RIQ-06046,Basic,Fintech,Chennai,Paid Search,Annual,3,520.0,6240.0,3.0,27.0,5,4000.0,2022-09-29,2022-12-14,1,6240.0
RIQ-06047,Basic,Healthcare,Bengaluru,Email Campaign,Monthly,6,740.0,8880.0,6.0,38.0,8,4800.0,2023-11-24,2024-05-09,1,8880.0
RIQ-06048,Enterprise,E-commerce,Bengaluru,Referral,Annual,12,7780.0,93360.0,0.0,58.0,13,41600.0,2023-01-30,,0,0.0
RIQ-06049,Pro,Edtech,Chennai,Social Media,Monthly,10,1890.0,22680.0,0.0,57.0,10,14300.0,2022-04-19,,0,0.0
RIQ-06050,Pro,Edtech,Delhi,Email Campaign,Monthly,22,1680.0,20160.0,0.0,52.0,10,12700.0,2023-03-01,,0,0.0
RIQ-06051,Pro,Healthcare,Pune,Organic Search,Annual,10,2150.0,25800.0,1.0,59.0,12,13500.0,2022-03-02,2022-12-24,1,25800.0
RIQ-06052,Basic,E-commerce,Mumbai,Paid Search,Annual,1,710.0,8520.0,0.0,55.0,6,4000.0,2023-05-18,,0,0.0
RIQ-06053,Pro,Healthcare,Chennai,Email Campaign,Monthly,21,1930.0,23160.0,0.0,53.0,18,6700.0,2023-10-21,,0,0.0
RIQ-06054,Pro,E-commerce,Mumbai,Referral,Monthly,35,2230.0,26760.0,1.0,76.0,17,13000.0,2023-11-16,,0,0.0
RIQ-06055,Enterprise,Healthcare,Bengaluru,Social Media,Annual,1,8070.0,96840.0,1.0,68.0,19,27300.0,2023-09-16,,0,0.0
RIQ-06056,Basic,Fintech,Pune,Email Campaign,Annual,5,680.0,8160.0,4.0,40.0,7,4300.0,2023-06-05,,0,0.0
RIQ-06057,Pro,Fintech,Mumbai,Paid Search,Monthly,18,1560.0,18720.0,1.0,65.0,22,8600.0,2022-06-04,2023-11-18,1,18720.0
RIQ-06058,Pro,E-commerce,Mumbai,Organic Search,Annual,31,2100.0,25200.0,1.0,61.0,11,10500.0,2023-07-23,,0,0.0
RIQ-06059,Enterprise,Fintech,Pune,Social Media,Annual,12,9230.0,110760.0,1.0,77.0,17,48200.0,2022-04-18,,0,0.0
RIQ-06060,Basic,Edtech,Pune,Email Campaign,Monthly,2,820.0,9840.0,4.0,34.0,11,3200.0,2023-08-08,2023-10-16,1,9840.0
RIQ-06061,Basic,Fintech,Chennai,Social Media,Monthly,9,680.0,8160.0,1.0,64.0,7,2500.0,2022-12-19,,0,0.0
RIQ-06062,Pro,Edtech,Bengaluru,Referral,Monthly,6,2340.0,28080.0,1.0,68.0,11,7100.0,2023-03-09,,0,0.0
RIQ-06063,Basic,E-commerce,Chennai,Social Media,Annual,1,890.0,10680.0,3.0,56.0,6,4300.0,2023-07-25,,0,0.0
RIQ-06064,Basic,Fintech,Pune,Email Campaign,Monthly,5,900.0,10800.0,1.0,58.0,9,3600.0,2022-02-13,2022-07-26,1,10800.0
RIQ-06065,Enterprise,E-commerce,Hyderabad,Social Media,Annual,43,9530.0,114360.0,0.0,92.0,28,53600.0,2022-09-20,,0,0.0
RIQ-06066,Pro,Edtech,Chennai,Social Media,Monthly,23,1770.0,21240.0,0.0,48.0,13,8500.0,2023-08-01,,0,0.0
RIQ-06067,Basic,Edtech,Bengaluru,Organic Search,Monthly,4,510.0,6120.0,5.0,67.0,7,3800.0,2023-02-18,2023-06-03,1,6120.0
RIQ-06068,Basic,Edtech,Pune,Referral,Monthly,2,910.0,10920.0,2.0,36.0,4,3200.0,2023-05-29,2023-07-14,1,10920.0
RIQ-06069,basic,Fintech,Chennai,Email Campaign,Monthly,14,630.0,7560.0,2.0,24.0,5,3800.0,2023-02-12,2024-04-05,1,7560.0
RIQ-06070,Basic,Fintech,Delhi,Social Media,Annual,15,770.0,9240.0,0.0,25.0,9,3700.0,2022-12-23,,0,0.0
RIQ-06071,Basic,E-commerce,Bengaluru,Email Campaign,Monthly,5,800.0,9600.0,1.0,40.0,8,2900.0,2022-10-08,2023-02-22,1,9600.0
RIQ-06072,Pro,Healthcare,Bengaluru,Direct,Monthly,15,1790.0,21480.0,4.0,47.0,11,13700.0,2023-01-03,,0,0.0
RIQ-06073,Basic,E-commerce,Delhi,Referral,Monthly,12,950.0,11400.0,4.0,65.0,4,2900.0,2022-07-03,,0,0.0
RIQ-06074,Basic,E-commerce,Delhi,Email Campaign,Monthly,1,770.0,9240.0,3.0,65.0,5,3200.0,2023-04-11,,0,0.0
RIQ-06075,Basic,E-commerce,Mumbai,Organic Search,Monthly,12,800.0,9600.0,3.0,29.0,1,2100.0,2022-12-20,2023-12-06,1,9600.0
RIQ-06076,Pro,Edtech,Hyderabad,Direct,Monthly,16,1780.0,21360.0,1.0,75.0,18,11700.0,2022-05-23,,0,0.0
RIQ-06077,Pro,Fintech,Hyderabad,Direct,Annual,1,2490.0,29880.0,0.0,67.0,14,14000.0,2023-11-20,,0,0.0
RIQ-06078,Basic,E-commerce,Pune,Email Campaign,Monthly,1,950.0,11400.0,3.0,21.0,1,4300.0,2022-05-18,2022-07-02,1,11400.0
RIQ-06079,Basic,E-commerce,Mumbai,Organic Search,Monthly,18,900.0,10800.0,2.0,38.0,7,2300.0,2023-02-02,,0,0.0
RIQ-06080,Basic,Fintech,Delhi,Social Media,Annual,4,880.0,10560.0,2.0,51.0,11,3200.0,2023-07-08,,0,0.0
RIQ-06081,Basic,E-commerce,Hyderabad,Email Campaign,Monthly,21,800.0,9600.0,2.0,20.0,13,2800.0,2022-05-11,,0,0.0
RIQ-06082,Basic,Fintech,Bengaluru,Paid Search,Monthly,5,800.0,9600.0,0.0,48.0,5,4000.0,2023-10-09,2024-03-17,1,9600.0
RIQ-06083,Enterprise,Fintech,Mumbai,Email Campaign,Annual,18,6980.0,83760.0,1.0,87.0,16,39600.0,2023-01-23,,0,0.0
RIQ-06084,Pro,Healthcare,Pune,Email Campaign,Annual,10,2180.0,26160.0,1.0,47.0,15,9300.0,2022-02-15,2022-12-02,1,26160.0
RIQ-06085,Basic,Edtech,Delhi,Paid Search,Annual,4,970.0,11640.0,1.0,0.0,9,4200.0,2022-07-31,2022-11-15,1,11640.0
RIQ-06086,Basic,Edtech,Mumbai,Organic Search,Monthly,13,590.0,7080.0,1.0,7.0,1,2500.0,2022-07-27,2023-08-16,1,7080.0
RIQ-06087,Basic,Edtech,Delhi,Referral,Monthly,23,520.0,6240.0,1.0,74.0,14,3000.0,2023-06-18,,0,0.0
RIQ-06088,Pro,E-commerce,Mumbai,Email Campaign,Monthly,11,1810.0,21720.0,2.0,43.0,16,10100.0,2023-02-04,,0,0.0
RIQ-06089,Pro,Edtech,Mumbai,Referral,Monthly,24,2450.0,29400.0,2.0,65.0,15,7400.0,2022-02-27,,0,0.0
RIQ-06090,Basic,E-commerce,Mumbai,Paid Search,Monthly,6,950.0,11400.0,1.0,78.0,5,3000.0,2022-08-22,,0,0.0
RIQ-06091,Pro,Edtech,Delhi,Social Media,Annual,7,1620.0,19440.0,0.0,57.0,11,9700.0,2022-10-06,,0,0.0
RIQ-06092,Pro,Edtech,Hyderabad,Social Media,Monthly,12,2460.0,29520.0,0.0,44.0,14,12000.0,2023-10-01,,0,0.0
RIQ-06093,Pro,Edtech,Hyderabad,Organic Search,Monthly,1,1630.0,19560.0,1.0,39.0,18,6800.0,2022-05-07,,0,0.0
RIQ-06094,Enterprise,Edtech,Bengaluru,Social Media,Annual,24,9390.0,112680.0,3.0,82.0,18,29000.0,2022-10-05,,0,0.0
RIQ-06095,Basic,Fintech,Bengaluru,Email Campaign,Monthly,2,550.0,6600.0,1.0,63.0,5,4100.0,2022-10-11,2022-12-24,1,6600.0
RIQ-06096,Basic,Edtech,Pune,Email Campaign,Annual,36,510.0,6120.0,1.0,37.0,4,4400.0,2023-07-06,2026-07-04,1,6120.0
RIQ-06097,Enterprise,Edtech,Mumbai,Organic Search,Monthly,10,9530.0,114360.0,2.0,70.0,22,55000.0,2022-07-21,,0,0.0
RIQ-06098,Pro,Healthcare,Bengaluru,Organic Search,Monthly,43,1980.0,23760.0,1.0,66.0,18,13900.0,2023-07-12,,0,0.0
RIQ-06099,Pro,Healthcare,Delhi,Social Media,Annual,41,1650.0,19800.0,0.0,52.0,9,10800.0,2022-04-28,,0,0.0
RIQ-06100,Basic,E-commerce,Pune,Organic Search,Monthly,3,610.0,7320.0,1.0,44.0,11,3700.0,2023-09-30,2024-01-13,1,7320.0
RIQ-06101,Pro,Healthcare,Hyderabad,Paid Search,Monthly,20,1580.0,18960.0,2.0,55.0,13,14600.0,2022-04-22,,0,0.0
RIQ-06102,Basic,E-commerce,Bengaluru,Paid Search,Monthly,5,780.0,9360.0,3.0,59.0,10,2900.0,2022-06-04,2022-11-13,1,9360.0
RIQ-06103,Enterprise,Healthcare,Hyderabad,Email Campaign,Annual,3,7310.0,87720.0,0.0,79.0,15,28700.0,2023-09-24,,0,0.0
RIQ-06104,Basic,Fintech,Hyderabad,Referral,Annual,15,670.0,8040.0,2.0,41.0,6,3400.0,2023-06-01,2024-08-24,1,8040.0
RIQ-06105,Enterprise,Fintech,Mumbai,Social Media,Annual,50,6730.0,80760.0,0.0,72.0,22,32000.0,2022-05-11,,0,0.0
RIQ-06106,Basic,Edtech,Mumbai,Direct,Monthly,6,760.0,9120.0,4.0,55.0,5,2400.0,2023-06-30,,0,0.0
RIQ-06107,Basic,Edtech,Chennai,Social Media,Monthly,6,910.0,10920.0,0.0,51.0,9,2900.0,2022-06-02,2022-11-24,1,10920.0
RIQ-06108,Pro,E-commerce,Delhi,Social Media,Monthly,3,1820.0,21840.0,2.0,80.0,19,14100.0,2022-12-01,,0,0.0
RIQ-06109,Basic,Healthcare,Mumbai,Direct,Monthly,13,840.0,10080.0,1.0,41.0,4,3700.0,2022-07-11,,0,0.0
RIQ-06110,Pro,E-commerce,Mumbai,Referral,Monthly,31,1750.0,21000.0,0.0,52.0,10,12600.0,2023-01-10,,0,0.0
RIQ-06111,Basic,Healthcare,Delhi,Organic Search,Monthly,3,980.0,11760.0,3.0,56.0,3,5000.0,2022-06-12,2022-08-26,1,11760.0
RIQ-06112,Basic,Fintech,Pune,Social Media,Monthly,5,690.0,8280.0,3.0,37.0,8,2100.0,2023-01-23,2023-06-29,1,8280.0
RIQ-06113,Pro,E-commerce,Chennai,Social Media,Annual,20,1990.0,23880.0,1.0,81.0,12,13500.0,2022-11-25,,0,0.0
RIQ-06114,Basic,Edtech,Delhi,Social Media,Annual,37,860.0,10320.0,2.0,29.0,5,2200.0,2022-05-13,,0,0.0
RIQ-06115,Basic,Edtech,Pune,Organic Search,Monthly,22,840.0,10080.0,3.0,57.0,9,4200.0,2022-08-09,,0,0.0
RIQ-06116,Pro,E-commerce,Mumbai,Social Media,Monthly,1,1690.0,20280.0,0.0,39.0,15,7200.0,2023-01-16,2023-02-24,1,20280.0
RIQ-06117,Pro,E-commerce,Mumbai,Email Campaign,Annual,27,2160.0,25920.0,1.0,57.0,17,8700.0,2022-02-05,,0,0.0
RIQ-06118,Pro,E-commerce,Bengaluru,Paid Search,Monthly,5,1580.0,18960.0,1.0,100.0,13,11700.0,2022-09-27,,0,0.0
RIQ-06119,Basic,Fintech,Mumbai,Paid Search,Annual,21,900.0,10800.0,1.0,64.0,5,2800.0,2022-03-25,,0,0.0
RIQ-06120,Basic,Fintech,Delhi,Organic Search,Monthly,5,890.0,10680.0,0.0,39.0,8,3100.0,2023-09-04,,0,0.0
RIQ-06121,Basic,Fintech,Mumbai,Social Media,Monthly,12,650.0,7800.0,1.0,44.0,12,2600.0,2022-07-29,,0,0.0
RIQ-06122,Pro,E-commerce,Bengaluru,Paid Search,Annual,1,1980.0,23760.0,0.0,30.0,17,9300.0,2022-05-06,,0,0.0
RIQ-06123,Pro,Healthcare,Hyderabad,Social Media,Monthly,60,1740.0,20880.0,0.0,100.0,22,14400.0,2022-10-11,,0,0.0
RIQ-06124,Basic,E-commerce,Pune,Referral,Annual,3,720.0,8640.0,3.0,47.0,5,3400.0,2023-09-23,,0,0.0
RIQ-06125,Pro,E-commerce,Chennai,Social Media,Annual,12,2250.0,27000.0,3.0,83.0,15,8700.0,2023-10-11,,0,0.0
RIQ-06126,Enterprise,Edtech,Delhi,Organic Search,Annual,29,7480.0,89760.0,0.0,94.0,24,48700.0,2023-07-10,,0,0.0
RIQ-06127,Pro,Edtech,Delhi,Referral,Annual,18,2130.0,25560.0,0.0,37.0,17,6800.0,2023-06-28,,0,0.0
RIQ-06128,Basic,Healthcare,Chennai,Paid Search,Monthly,1,750.0,9000.0,2.0,42.0,5,4100.0,2022-02-24,2022-04-10,1,9000.0
RIQ-06129,Pro,Edtech,Bengaluru,Direct,Annual,39,1610.0,19320.0,1.0,77.0,12,10500.0,2023-08-10,,0,0.0
RIQ-06130,Pro,Fintech,Delhi,Paid Search,Annual,3,1960.0,23520.0,2.0,69.0,13,14100.0,2022-08-13,2022-11-12,1,23520.0
RIQ-06131,Basic,Fintech,Hyderabad,Paid Search,Monthly,2,520.0,6240.0,2.0,58.0,7,2400.0,2022-08-04,2022-09-24,1,6240.0
RIQ-06132,Basic,Edtech,Mumbai,Paid Search,Monthly,7,800.0,9600.0,0.0,58.0,6,2100.0,2022-09-28,2023-04-28,1,9600.0
RIQ-06133,Pro,Edtech,Chennai,Email Campaign,Annual,12,1950.0,23400.0,2.0,78.0,9,12600.0,2022-05-01,,0,0.0
RIQ-06134,Pro,E-commerce,Pune,Direct,Monthly,2,2380.0,28560.0,1.0,90.0,10,9600.0,2023-06-22,,0,0.0
RIQ-06135,Basic,Fintech,Delhi,Referral,Monthly,6,730.0,8760.0,4.0,35.0,12,2800.0,2023-05-24,,0,0.0
RIQ-06136,Basic,E-commerce,Chennai,Organic Search,Monthly,6,690.0,8280.0,3.0,17.0,3,2000.0,2022-12-28,2023-06-23,1,8280.0
RIQ-06137,Pro,E-commerce,Mumbai,Organic Search,Annual,9,2460.0,29520.0,0.0,57.0,15,14900.0,2022-05-23,,0,0.0
RIQ-06138,Pro,E-commerce,Delhi,Paid Search,Monthly,13,1620.0,19440.0,0.0,55.0,13,11800.0,2022-07-05,,0,0.0
RIQ-06139,Pro,E-commerce,Pune,Social Media,Annual,23,2080.0,24960.0,2.0,51.0,15,9700.0,2022-08-06,2024-07-08,1,24960.0
RIQ-06140,Basic,Edtech,Hyderabad,Social Media,Monthly,8,580.0,6960.0,1.0,58.0,3,2800.0,2023-07-23,2024-03-29,1,6960.0
RIQ-06141,Basic,E-commerce,Mumbai,Email Campaign,Monthly,16,850.0,10200.0,1.0,47.0,7,3800.0,2022-08-09,,0,0.0
RIQ-06142,Enterprise,Fintech,Delhi,Organic Search,Annual,37,6500.0,78000.0,0.0,100.0,27,37200.0,2023-01-04,,0,0.0
RIQ-06143,Pro,Fintech,Delhi,Organic Search,Annual,7,1670.0,20040.0,0.0,63.0,19,9600.0,2022-02-07,,0,0.0
RIQ-06144,Basic,E-commerce,Delhi,Organic Search,Monthly,5,520.0,6240.0,2.0,0.0,2,3100.0,2022-10-07,2023-03-08,1,6240.0
RIQ-06145,Basic,Edtech,Bengaluru,Paid Search,Monthly,24,630.0,7560.0,3.0,64.0,5,2600.0,2022-09-28,,0,0.0
RIQ-06146,Pro,Healthcare,Mumbai,Direct,Monthly,54,1780.0,21360.0,0.0,52.0,14,14700.0,2023-07-30,,0,0.0
RIQ-06147,Pro,Edtech,Hyderabad,Email Campaign,Annual,3,2480.0,29760.0,2.0,54.0,8,7400.0,2023-03-20,,0,0.0
RIQ-06148,Basic,Fintech,Chennai,Social Media,Annual,4,560.0,6720.0,1.0,52.0,5,4200.0,2023-02-03,,0,0.0
RIQ-06149,Basic,Fintech,Delhi,Organic Search,Annual,8,740.0,8880.0,4.0,67.0,9,2900.0,2022-01-20,,0,0.0
RIQ-06150,Pro,Edtech,Bengaluru,Referral,Annual,5,2290.0,27480.0,1.0,55.0,10,10800.0,2022-09-16,,0,0.0
RIQ-06151,Pro,Healthcare,Delhi,Organic Search,Annual,2,1910.0,22920.0,1.0,81.0,13,14300.0,2022-12-13,,0,0.0
RIQ-06152,Pro,E-commerce,Bengaluru,Organic Search,Annual,11,2320.0,27840.0,1.0,52.0,16,11200.0,2023-10-03,,0,0.0
RIQ-06153,Basic,E-commerce,Hyderabad,Organic Search,Monthly,14,540.0,6480.0,1.0,71.0,1,3700.0,2022-09-10,2023-11-04,1,6480.0
RIQ-06154,Basic,Fintech,Pune,Organic Search,Annual,3,880.0,10560.0,0.0,42.0,9,2600.0,2023-02-24,,0,0.0
RIQ-06155,Pro,Healthcare,Delhi,Referral,Annual,18,2000.0,24000.0,0.0,82.0,13,9800.0,2023-05-16,,0,0.0
RIQ-06156,Enterprise,Fintech,Delhi,Social Media,Annual,16,7440.0,89280.0,0.0,85.0,27,37000.0,2023-08-05,,0,0.0
RIQ-06157,Enterprise,E-commerce,Bengaluru,Organic Search,Annual,22,6040.0,72480.0,0.0,90.0,20,43800.0,2022-11-13,,0,0.0
RIQ-06158,Basic,Fintech,Delhi,Referral,Monthly,4,790.0,9480.0,1.0,,3,4400.0,2022-08-14,2022-12-21,1,9480.0
RIQ-06159,Basic,Fintech,Delhi,Paid Search,Monthly,2,830.0,9960.0,1.0,29.0,1,3300.0,2022-11-01,2022-12-21,1,9960.0
RIQ-06160,Basic,E-commerce,Hyderabad,Organic Search,Monthly,2,600.0,7200.0,2.0,39.0,13,4000.0,2023-09-14,2023-10-29,1,7200.0
RIQ-06161,Enterprise,Fintech,Delhi,Paid Search,Annual,42,6820.0,81840.0,1.0,73.0,20,29000.0,2022-01-29,,0,0.0
RIQ-06162,Pro,Fintech,Delhi,Referral,Annual,35,1610.0,19320.0,0.0,80.0,17,6000.0,2022-11-12,,0,0.0
RIQ-06163,Basic,E-commerce,Delhi,Direct,Monthly,5,870.0,10440.0,5.0,36.0,5,3500.0,2023-02-27,2023-07-20,1,10440.0
RIQ-06164,Pro,E-commerce,Pune,Social Media,Annual,11,2490.0,29880.0,0.0,59.0,16,6000.0,2023-09-11,,0,0.0
RIQ-06165,Basic,Fintech,Chennai,Referral,Monthly,8,970.0,11640.0,1.0,24.0,5,4800.0,2022-04-10,2022-12-16,1,11640.0
RIQ-06166,Basic,Fintech,Mumbai,Paid Search,Monthly,6,620.0,7440.0,3.0,26.0,3,3800.0,2023-04-17,2023-10-21,1,7440.0
RIQ-06167,Basic,E-commerce,Mumbai,Social Media,Annual,3,900.0,10800.0,2.0,41.0,1,3700.0,2023-09-10,,0,0.0
RIQ-06168,Basic,Edtech,Hyderabad,Organic Search,Monthly,2,740.0,8880.0,2.0,74.0,6,4000.0,2023-06-28,,0,0.0
RIQ-06169,Basic,Fintech,Bengaluru,Email Campaign,Monthly,4,970.0,11640.0,3.0,54.0,9,3400.0,2023-01-26,,0,0.0
